Job Title,professional level,Governorate,skills
ML,mid,Cairo,"ai, analyst, andros, artificial intelligence (ai), azure, cloud, computer science, engineering, engineering - telecom, entry level, experienced, information technology (it), it, manager, mobile development, nap, patron, research, software development, software engineering, technology, wa"
ML,mid,Giza,"ai, algorithm, analysis, analyst, andros, angular, appear, artificial intelligence (ai), azure, business analysis, business system, camunda, cloud, communication, computer science, data analysis, data science, pm, research, wa"
ML,senior,Cairo,"agile, ai, amazon wa, analyst, andros, apt design and management, architecture, artificial intelligence, artificial intelligence (ai), axis, azure, c#, cloud, communication skill, computer, computer science, d, i, research, wa, wa cloud, wa code pipeline"
Machine Learning Engineer,fresh,Cairo,"ai, algorithm, analysis, analyst, artificial intelligence, azure, cloud, communication, computer science, development, engineering, engineering - telecom, entry level, information technology (it), it, machine learning, patron, programming, research, software development, software engineering, technology, wa"
Machine Learning Engineer,fresh,Giza,"ai, art, artificial intelligence, azure, azure cloud, business development, classic control, cloud, computer, computer engineering, computer science, control, creative, customer service, design, drop, engineering - telecom, entry level, information technology (it), iss, it, software development, technology, wa"
Machine Learning Engineer,junior,Cairo,"ai, art, artificial intelligence, azure, azure cloud, business development, classic control, cloud, computer, computer engineering, computer science, control, creative, customer service, design, doctor, drop, e-commerce, electrical engineering, electrical maintenance, iss, wa"
Machine Learning Engineer,manager,Cairo,"ai, ai engineer, algorithm, analysis, analyst, artificial intelligence, communication, communication skill, computer science, elasticsearch, engineering - telecom, information technology (it), it, learning, machine, machine learning, manager, nap, patron, programming, research, software development, technology"
Machine Learning Engineer,mid,Cairo,"ai, analyst, artificial intelligence, azure, cava, cloud, computer science, data science, electrical, engineering, engineering - mechanical, engineering - telecom, entry level, experienced, information technology (it), it, manager, patron, programming, research, sal, software development, technology, wa"
Machine Learning Engineer,mid,Dakahlia,"ai, art, artificial intelligence, azure, azure cloud, business development, classic control, cloud, computer, computer engineering, computer science, control, creative, customer service, design, doctor, drop, e-commerce, electrical engineering, electrical maintenance, iss, wa"
Machine Learning Engineer,mid,Giza,"ai, analysis, analyst, artificial intelligence, azure, cloud, communication, communication skill, computer science, data science, development, electrical, electrical engineering, engineering, engineering - mechanical, engineering - telecom, experienced, it, patron, programming, research, software development, technology, wa"
Mobile App Developer,fresh,Alexandria,"a, adore creative suite, agile, analytical skill, andros, arm, art, axis, b testing, back-end, business communication, campaign performance, communication skill, computer, computer science, conversion rate optimization, creative, design, pp, pp developer, pp store, pp store optimization"
Mobile App Developer,fresh,Cairo,"advertising, agile, axis, computer science, development, engineering, engineering - telecom, entry level, experienced, flutter, git, i, information technology (it), it, javascript, marketing, or, programming, software, software development, software engineering, technology, travel, up"
Mobile App Developer,fresh,Giza,".net, adore illustration, adore photoshop, advertising, agile, angular, angular 6, angular 6+, art, asp.net, axis, communication, computer engineering, computer science, construction field, creative, d, design, i, iss"
Mobile App Developer,manager,Cairo,"advertising, angular, art, case, computer science, creative, design, development, digital marketing, engineering, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, journalism, manager, marketing, medium, or, other, publishing, software development, technology"
Mobile App Developer,mid,Alexandria,"advertising, andros, art, business development, computer science, creative, design, development, digital marketing, engineering, engineering - telecom, experienced, git, information technology (it), is, iss, it, javascript, marketing, or, software, software development, software engineering, technology"
Mobile App Developer,mid,Cairo,"advertising, andros, art, computer science, creative, design, development, engineering, engineering - telecom, experienced, git, information technology (it), is, iss, it, javascript, marketing, mobile development, or, react native, social medium, software, software development, software engineering, technology"
Mobile App Developer,mid,Damietta,"a, agile, andros, art, axis, b testing, back-end, campaign performance, communication skill, computer, computer science, creative, dart programming, design, designer, developer, development, pp, pp developer, pp store, pp store optimization"
Mobile App Developer,mid,Giza,"a, advertising, andros, angular, art, computer science, creative, design, development, digital marketing, engineering, engineering - telecom, experienced, git, information technology (it), iss, it, javascript, marketing, or, software, software development, software engineering, technology"
Mobile App Developer,mid,Riyadh,".net, agile, andros, andros development, arm, asp.net, automatic, axis, backed, brand awareness, brand marketing, budget management, business, business administration, business development, communication, communication skill, computer engineering, computer science, did"
Mobile App Developer,senior,Cairo,"a, agile, andros, art, axis, b testing, back-end, campaign performance, communication skill, computer, computer science, creative, dart programming, design, designer, developer, development, pp, pp developer, pp store, pp store optimization"
Mobile Game Developer (Unity),fresh,Cairo,"aim, axis, computer science, design, engineering - telecom, entry level, firebase, flutter, i, information technology (it), it, mobile, mobile security, restful, restful axis, software development, technology, up"
Mobile Game Developer (Unity),fresh,Giza,"angular, angular 6, angular 6+, case, computer engineering, computer science, engineering - telecom, entry level, front-end, git, html, information technology (it), iss, iss framework, it, javascript, software development, technology, testing, unit, unit testing"
Mobile Game Developer (Unity),mid,Cairo,"agile methodology, andros i, andros sd, angular, apt, art, computer science, creative, design, experienced, gas, html, information technology (it), it, javascript, olin, software, software development, software engineering, son, top, unit testing"
MongoDB Developer,fresh,Giza,"back-end, computer science, design, development, django, entry level, flask, information technology (it), it, mongodb, myself, patron, patron development, postgresql, software development, web application"
MongoDB Developer,mid,Alexandria,"angular, axis, business development, computer science, control system, development, django framework, engineering - telecom, experienced, it, myself, patron, query performance, software development, software engineering, solid principle, technology, version control, web application, web development"
MongoDB Developer,mid,Cairo,"agile, apt, cloud service, computer science, engineering, engineering - telecom, experienced, git, html, information technology (it), it, javascript, mongodb, node.is, react, software, software development, software engineering, technology, time management, version control"
MongoDB Developer,mid,Giza,".net, .net core, asp.net, c#, c#.net, computer science, engineering - telecom, entity framework, experienced, html, iss, it, javascript, mac, microsoft visual studio, mongodb, software development, technology, time management, typescript"
MySQL Developer,fresh,Alexandria,"agent, development, entry level, full-stick, graph, is, iss, it, javascript, myself, pp, quality assurance, react.is, shopify, software development, travel, vue.is"
MySQL Developer,fresh,Cairo,"apt, axis, computer science, database design, design, entry level, full stick, html, information technology (it), iss, it, javascript, myself, pp, react, software, software development, travel, web developer, web development"
MySQL Developer,fresh,Damietta,"computer science, engineering, engineering - telecom, entry level, git, html, information technology (it), iss, it, javascript, myself, pp, software development, software engineering, technology, travel"
MySQL Developer,manager,Giza,".net, all, angular, cava, computer science, full stick, html, information technology (it), iss, it, javascript, javascript framework, manager, mongodb, organizational skill, patron, query, react, software development, web server"
MySQL Developer,mid,Alexandria,"agile, agile methodology, asp.net, business development, cava, computer science, database design, engineering - telecom, entity framework, experienced, full stick, html, it, myself, restful apt, software development, technology, travel, version control, vue.is"
MySQL Developer,mid,Cairo,"axis, cava, computer science, engineering, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, myself, pp, react, sal, software development, technology, version control, wordpress"
MySQL Developer,mid,Giza,"agile methodology, axis, computer science, content management, content management system, control system, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, myself, pp, software development, software engineering, technology, version control, wordpress"
MySQL Developer,mid,Riyadh,"axis, backed, case, cloud service, computer science, experienced, github, information technology (it), iss, it, myself, node.is, pp, react, react native, software development, software engineering, travel, wa cloud"
NLP Engineer,fresh,Cairo,"ai, algorithm, amazon wa, analysis, analyst, artificial intelligence, artificial intelligence (ai), azure, c, c#, c++, cloud, cold, communication, communication skill, computer, computer science, research, wa, wa cloud, wa code pipeline"
NLP Engineer,manager,Cairo,"ai, ai engineer, algorithm, amazon wa, analysis, analyst, artificial intelligence, artificial intelligence (ai), azure, c, c#, c++, cloud, cold, communication, communication skill, research, wa, wa cloud, wa code pipeline"
NLP Engineer,mid,Cairo,"ai, algorithm, amazon wa, analysis, analyst, artificial intelligence, artificial intelligence (ai), azure, c, c#, c++, cloud, cold, communication, communication skill, computer, computer science, research, wa, wa cloud, wa code pipeline"
Network Administrator,fresh,Cairo,"can, computer engineering, computer science, engineer, engineering - telecom, entry level, information technology, information technology (it), installation, it, maintenance, network, networking, repair, security, security engineer, security engineering, software development, technology"
Network Administrator,junior,Cairo,"can, communication, computer, computer engineering, computer science, engineering, engineering - telecom, entry level, experienced, information technology (it), infrastructure, installation, it, maintenance, marketing, must, network, networking, repair, retail, sale, security, software development, technology"
Network Administrator,junior,Gharbia,"computer science, engineering - telecom, experienced, information technology (it), it, networking, software development, technology"
Network Administrator,junior,Giza,"advertising, application support, business development, computer science, engineering, engineering - telecom, experienced, information technology (it), it, lead, line, management, market research, marketing, network, networking, retail, sale, sale skill, sale target, software development, technology"
Network Administrator,mid,Alexandria,"active directory, administration, administrator, can, computer engineering, computer science, disco certify network associate, domain controller, engineer, engineering, engineering - other, experienced, information technology, information technology (it), installation, it, it engineer, maintenance, network protocol, repair, server administration, software development, system administrator"
Network Administrator,mid,Cairo,"an, can, communication, computer science, engineering, engineering - telecom, experienced, information system, information technology, information technology (it), installation, intrusion detection system, it, maintenance, must, network, operating system, patch management, repair, security, software development, system administration, system administrator, technology"
Network Administrator,mid,Giza,"advertising, business, business administration, business development, computer, computer science, engineering, engineering - telecom, experienced, information technology, information technology (it), it, line, must, network, networking, operating system, security, software development, system administration, technology, troubleshooting"
Network Engineer,fresh,Cairo,"antivirus software, computer science, engineering, engineering - telecom, entry level, information security, information technology (it), installation, intrusion detection system, it, maintenance, network, network monitoring, network security, networking, operating system, problem solve, repair, security, security system, service orient architecture, software development, technology"
Network Engineer,junior,Alexandria,"administrator, computer engineering, engineer, engineering, engineering - other, experienced, information technology (it), it, it engineer, software development, system administrator"
Network Engineer,junior,Cairo,"communication, computer, computer engineering, computer science, engineering, engineering - telecom, entry level, experienced, information security, information technology (it), installation, it, javascript, maintenance, miss, network, network security, networking, repair, security, software development, technology"
Network Engineer,junior,Fayoum,"architecture, civil, civil engineering, construction, drainage, engineering - construction, fewer network, infrastructure, management, manager, operation, project management, pump station, watering"
Network Engineer,junior,Giza,"computer science, engineering, engineering - telecom, experienced, far, firewall, ici, implementation, information security, information technology (it), it, line, manager, network, networking, project management, risk assessment, saber security, security, software development, technology"
Network Engineer,junior,Jeddah,"can, computer science, education, engineering, engineering - telecom, experienced, information technology (it), network, security, teaching, technology, training"
Network Engineer,manager,Fayoum,"architecture, civil, civil engineering, construction, drainage, engineering - construction, fewer network, infrastructure, management, manager, operation, project management, pump station, watering"
Network Engineer,mid,Cairo,"agile, all, case, cava, communication, computer science, design, engineering - telecom, experienced, git, html, information technology (it), it, javascript, project management, software, software development, software engineering, technology, version control"
Network Engineer,mid,Giza,"computer science, disco, engineering - telecom, experienced, firewall, information security, information technology, installation, it, maintenance, network, network protocol, repair, security technology, software development, technology"
Network Engineer,mid,Jeddah,"can, cloud, cloud computing, computer network, computer science, education, engineering, engineering - telecom, experienced, information technology (it), network, penetration testing, security, teaching, technology, testing, training"
Network Engineer,senior,Cairo,"arm, cloud computing, cloud service, computer science, cybersecurity, engineering - telecom, information technology, information technology (it), information technology management, international organization, it, it director, it infrastructure, it service management, management, microsoft dynamic, senior management, software development, technology"
Node.js Developer,fresh,Alexandria,"agent, development, entry level, full-stick, graph, is, iss, it, javascript, myself, pp, quality assurance, react.is, shopify, software development, travel, vue.is"
Node.js Developer,fresh,Cairo,"aim, backed, backed development, case, computer engineering, computer science, engineering - telecom, entry level, gap, git, html, information technology (it), it, javascript, node.is, react.is, software development, technology, web design, web development"
Node.js Developer,fresh,Dubai,"back-end, computer science, engineer, entry level, it, software, software development, software engineer, software engineering"
Node.js Developer,manager,Sharjah,"agile, ai, aim, axis, design, express, full stick developer, influence marketing, it, manager, node.is, payment gateway, query optimization, react, software development, version control"
Node.js Developer,mid,Alexandria,"business development, computer science, content management, content management system, developer, development, engineering - telecom, experienced, front-end, iss, it, javascript, management system, marked language, next, node.is, pas, process design, so, software development, technology"
Node.js Developer,mid,Cairo,"agile, case, computer science, engineering - telecom, experienced, git, goose cloud, information technology (it), it, javascript, node.is, query, react, sal, software, software development, software engineering, technology, typescript, version control, wa"
Node.js Developer,mid,Giza,"add, agile, amazon wa, computer science, elasticsearch, engineering - telecom, experience design, experienced, git, it, mongodb, node.is, pp, software development, technology, test drive development, time management, typescript"
Node.js Developer,mid,Riyadh,"angular, apt, axis, backed, computer science, database design, development, experienced, front-end, github, information technology (it), it, myself, node.is, pp, react, react native, software development, software engineering, travel"
Oracle Developer,fresh,Alexandria,"analytical skill, computer science, database, development, engineering - telecom, entry level, etc, it, line, of, oracle, oracle apex, oracle application, oracle application express, oracle form, oracle report, oracle sal developer, oracle workflow, sal, software development, sum, technology"
Oracle Developer,fresh,Cairo,"agile, angular, cava, computer science, engineering, engineering - telecom, entry level, information technology (it), it, javascript, operating system, programming, react, rest axis, sal, software, software development, software engineering, supply chain, technology"
Oracle Developer,mid,Cairo,"all, analytical skill, cava, computer science, engineering, engineering - telecom, experienced, html, information technology (it), iss, it, mac, oracle, sal, soap, software development, technology, version control, web design, web service"
Oracle Developer,mid,Giza,".net, application, application development, asp.net, c, computer science, engineering - telecom, english, english language, experienced, fig, i, information technology (it), it, oracle, sal, software, software development, technology, top, version control"
PHP Developer,fresh,Alexandria,"agent, agile methodology, angular, apt, computer science, development, entry level, full-stick, graph, is, iss, it, javascript, myself, pp, quality assurance, react.is, shopify, software development, travel, vue.is"
PHP Developer,fresh,Cairo,"axis, ch, computer science, database design, eh, entry level, full stick, html, incident management, information technology, information technology (it), iss, it, javascript, myself, pp, react, seem, software development, technical analysis, travel"
PHP Developer,fresh,Damietta,"computer science, engineering, engineering - telecom, entry level, git, html, information technology (it), iss, it, javascript, myself, pp, software development, software engineering, technology, travel"
PHP Developer,manager,Cairo,"angular, automatic testing, computer science, engineering - telecom, information technology (it), international software testing qualification board, it, manager, mobile development, mobile pp, pp, quality, software development, software testing, technology, test case, test-driven development, testing, web development"
PHP Developer,manager,Giza,".net, angular, arm, asp net, computer science, continuous integration, doctor container, engineering, entity framework, graphic design, information technology (it), it, manager, myself, progressive enhancement, rep, responsive web design, software, software development, software engineering"
PHP Developer,mid,Alexandria,"ajar, computer science, control system, developer, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, myself, pp, pp developer, query optimization, software development, technology, travel, version control, web application"
PHP Developer,mid,Cairo,"apt, axis, computer science, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, myself, pp, so, software development, software engineering, technology, travel, version control, wordpress"
PHP Developer,mid,Gharbia,"computer science, experienced, html, information technology (it), iss, it, pp, software development, wordpress"
PHP Developer,mid,Giza,"axis, computer science, experienced, git, html, information technology (it), iss, it, javascript, mac, myself, node.is, pp, software development, travel, version control, web application, web development, wordpress"
PHP Developer,mid,Riyadh,"axis, backed, case, cloud service, computer science, experienced, github, information technology (it), iss, it, myself, node.is, pp, react, react native, software development, software engineering, travel, wa cloud"
PHP Developer,senior,Cairo,"backed, database design, engineering - telecom, information technology (it), it, pp, program management, programming, project, senior management, software development, software engineering, technology, top, version control, web application"
Platform Engineer,fresh,Cairo,"apt, computer science, engineering, engineering - other, engineering - telecom, entry level, html, information technology (it), iss, it, javascript, oracle, programming, software, software design, software development, software engineering, technology, testing, web application, web development"
Platform Engineer,fresh,Giza,"angular, angular 6, angular 6+, case, computer engineering, computer science, engineering - telecom, entry level, front-end, git, html, information technology (it), iss, iss framework, it, javascript, software development, technology, testing, unit, unit testing"
Platform Engineer,junior,Alexandria,"agent, art, creative, design, development, entry level, experienced, graph, html, i, is, iss, it, javascript, myself, pp, react.is, software development, up, vue.is, web design"
Platform Engineer,junior,Cairo,".net, agile, angular, axis, computer science, engineering, engineering - telecom, entry level, experienced, html, information technology (it), iss, it, javascript, pp, react, sal, software, software development, software engineering, technology"
Platform Engineer,junior,Damietta,"engineering - telecom, entry level, html, information technology (it), it, javascript, myself, pp, software development, software engineering, technology, travel"
Platform Engineer,junior,Giza,".net, .net framework, agile, andros, angular, business development, computer science, engineering - telecom, entry level, experienced, flutter, information technology (it), is, iss, it, javascript, software, software development, software engineering, technology, wa"
Platform Engineer,junior,Riyadh,"ajar, axis, azure, case, computer science, development, engineering, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, restful, software development, software engineering, system integration, technology, web development"
Platform Engineer,mid,Alexandria,"adore d, art, creative, design, design tool, experienced, html, i, iss, it, javascript, responsive web design, so, software development, up, user experience, web design"
Platform Engineer,mid,Cairo,"agile, andros, apt, art, axis, computer science, creative, design, engineering, engineering - telecom, experienced, git, goose play, html, information technology (it), iss, it, javascript, software, software development, software engineering, technology, version control"
Platform Engineer,mid,Giza,".net framework, agile, angular, apt, business development, computer science, continuous integration, development, engineering, engineering - telecom, entity framework, experienced, full stick development, information technology (it), it, javascript, rest, sal, software, software development, technology"
Platform Engineer,mid,Riyadh,"agile, analytical skill, angular, axis, case, computer science, development, engineering, experienced, fronted, git, html, i, information technology (it), iss, it, javascript, software development, typescript, version control"
Platform Engineer,mid,Suez,"architecture, civil, civil engineering, electrical engineering, engineering - construction, experience design, experienced, mechanical engineering, write communication"
PostgreSQL Developer,fresh,Riyadh,"computer science, entry level, information technology (it), it, odor, odor development, patron, programming, quick learning, software development"
PostgreSQL Developer,mid,Cairo,"agile, all, apt, axis, code review, computer science, experienced, html, information technology (it), iss, it, javascript, odor, patron, postgresql, relation database, rep, sal, software development"
Power BI Developer,fresh,Cairo,"ax, computer science, d365, development, dynamic, dynamic ax, enterprise portal, entry level, information technology (it), it, programming, software development"
Power BI Developer,mid,Cairo,"analysis, analyst, analytical, business development, business intelligence, computer science, data, data analysis, database management system, engineering - telecom, etc, experienced, i, information technology, information technology (it), it, power i, rep, research, sal, sale, software development, technology"
Power BI Developer,mid,Damietta,"computer science, custom web part, engineering - telecom, experienced, html, information technology, information technology (it), iss, it, microsoft 365, power i, sharepoint, sharepoint online, software development, technology, web part"
Power BI Developer,mid,Giza,"analyst, engineer economic, experienced, market research, power i, research, sustainability"
Product Designer,fresh,Cairo,"adore creative suite, agile, art, automatic, communication skill, computer, computer science, creative, dental, design, engineering, engineering - telecom, entry level, git, information technology (it), installation, it, javascript, maintenance, repair, software, software development, software engineering, technology"
Product Designer,fresh,Giza,"computer engineering, computer science, electrical, engineering, engineering - mechanical, engineering - telecom, engineering section, english language, entry level, information technology (it), installation, maintenance, mechanical engineering, microsoft office, rep, repair, technology, test engineer"
Product Designer,fresh,Riyadh,"apt development, apt testing, design, development, engineering - telecom, entry level, is, it, react, restful axis, software development, technology, version control, web application, web development"
Product Designer,junior,Cairo,"agile, art, computer science, creative, design, engineering, engineering - telecom, entry level, experienced, fig, html, i, information technology (it), iss, it, other, quality, software, software development, software engineering, technology, up"
Product Designer,junior,Giza,".net, adore, adore illustration, agile, andros, art, computer science, creative, design, engineering - telecom, experienced, illustration, incision, information technology (it), is, it, olin, pp store, serum, software development, swift, technology"
Product Designer,junior,Riyadh,"angular, case, computer science, designer, developer, django framework, engineering, experienced, git, html, i, information technology (it), iss, it, javascript, software development, up"
Product Designer,manager,Cairo,"ai, ai engineer, ai lead, ai team lead, algorithm, analyst, cloud, cloud computing, computer science, engineering - telecom, goose cloud, information technology (it), it, management, manager, operation, other, product manager, programming, research, software development, technology, wa"
Product Designer,mid,Alexandria,"cava, computer science, database design, experienced, full stick, html, it, myself, restful apt, software development, travel, version control, vue.is"
Product Designer,mid,Cairo,"agile, application development, apt, automatic, computer science, design, engineering - telecom, english, experienced, html, information technology, information technology (it), it, programming, quality, software, software development, software engineering, software testing, technology"
Product Designer,mid,Giza,".net, .net core, analytical skill, asp.net, c#, c#.net, computer science, engineering - telecom, entity framework, experienced, html, iss, it, javascript, microsoft office, microsoft visual studio, software development, software engineering, technology, time management"
Product Designer,mid,Riyadh,"communication, consulting engineering, design, electrical, engineering, engineering - mechanical, english, experienced, firefighting, fitting, management, mechanical, mechanical engineering, microsoft office, pipe, procurement, pump, rendering, retail, sale, sale skill"
Product Designer,mid,Sharqia,"electrical, electrical engineering, electrical machine, electrical maintenance, electrical system, engineering - mechanical, experienced, installation, maintenance, manufacturing, manufacturing process, production, repair, safety standard"
Product Designer,senior,Cairo,"advertising, art, communication, creative, creative thinking, design, him, journalism, leadership, management, market, marketing, medium, online marketing, or, publishing, sale, senior management"
Python Developer,fresh,Alexandria,"alexandria, blocked, business, code.org, computer science, education, entrepreneurship, entry level, instructor, it, it pp inventor, javascript, microcontrollers, patron, pictoblox, presentation skill, programming, school, software development, teaching"
Python Developer,fresh,Cairo,"ai, algorithm, artificial intelligence (ai), coming, computer science, engineering, engineering - telecom, entry level, html, information technology (it), iss, it, javascript, odor, patron, programming, software, software development, software engineering, technology, web development"
Python Developer,fresh,Giza,"back-end, computer science, design, development, django, entry level, flask, information technology (it), it, mongodb, myself, patron, patron development, postgresql, software development, web application"
Python Developer,fresh,Qalubia,"apt, axis, back-end, computer science, development, english, entry level, information technology (it), it, patron, relation database, restful, software development, software engineering, web service"
Python Developer,fresh,Riyadh,"computer science, entry level, information technology (it), it, odor, odor development, patron, programming, quick learning, software development"
Python Developer,manager,Cairo,"agile, ai, aim, alms, apt, computer engineering, computer science, cost management, engineering, engineering - telecom, gap, information technology, javascript, manager, my, patron, react, slaveholder management, software development, strategic thinking, technology"
Python Developer,manager,Giza,"all, angular, cava, computer science, full stick, html, information technology (it), iss, it, javascript, javascript framework, manager, mongodb, organizational skill, patron, query, react, software development, web server"
Python Developer,mid,Alexandria,"angular, axis, business development, computer science, control system, development, django framework, engineering - telecom, experienced, it, myself, patron, query performance, software development, software engineering, solid principle, technology, version control, web application, web development"
Python Developer,mid,Cairo,"azure, computer science, data science, drop, engineering, engineering - telecom, experienced, gap, git, information technology, information technology (it), iss, it, javascript, patron, sal, software development, software engineering, technology, version control, wa"
Python Developer,mid,Dubai,"automatic testing, bootstrap, computer science, django, engineering - telecom, experienced, information technology (it), it, javascript, patron, react, red, software development, tailing, technology"
Python Developer,mid,Giza,"application development, computer science, engineering - telecom, experienced, html, information technology, information technology (it), iss, it, javascript, management system, odor, odor development, odor rep, patron, programming, software development, software engineering, system administration, technology, version control"
Python Developer,senior,Cairo,"aim, communication skill, flutter, framework, it, mobile, mobile development, senior management, software development, wa amply, web, web development"
React Developer,fresh,Alexandria,"agent, development, entry level, full-stick, graph, is, iss, it, javascript, myself, pp, quality assurance, react.is, shopify, software development, travel, vue.is"
React Developer,fresh,Cairo,"agile, angular, apt, cava, computer science, engineering, engineering - telecom, entry level, information technology (it), iss, it, javascript, node.is, operating system, programming, react, react.is, software development, technology, typescript"
React Developer,fresh,Riyadh,"apt development, apt testing, design, development, engineering - telecom, entry level, is, it, react, restful axis, software development, technology, version control, web application, web development"
React Developer,junior,Alexandria,"agent, andros, computer science, development, engineering - telecom, entry level, experienced, graph, i, information technology (it), is, iss, it, myself, pp, react native, react.is, software development, software engineering, technology, vue.is"
React Developer,junior,Cairo,"agile, angular, computer science, development, engineering, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, pp, react, software, software development, software engineering, technology, typescript"
React Developer,junior,Dakahlia,".net, asp.net, c#, computer science, engineering - telecom, experienced, information technology (it), it, javascript, query, software development, technology"
React Developer,junior,Damascus,"axis, computer science, engineering - telecom, experienced, git, iss, it, javascript, javascript framework, react, software development, technology"
React Developer,junior,Dubai,"automatic testing, bootstrap, computer science, engineering - telecom, experienced, it, javascript, react, red, software development, tailing, technology"
React Developer,junior,Giza,"angular, application development, axis, case, cava, computer science, engineering - telecom, experienced, full stick, git, html, information technology (it), iss, it, javascript, manager, patron, software development, software engineering, technology"
React Developer,junior,Riyadh,"angular, apt development, computer science, design, development, engineering - telecom, entry level, experienced, front-end, full stick, information technology (it), is, it, javascript, node.is, programming, react, restful axis, software development, technology, web application, web development"
React Developer,junior,Sharjah,"agile, ai, axis, design, express, full stick developer, it, manager, node.is, react, software development"
React Developer,junior,Sharqia,"computer science, engineering, experienced, full stick, information technology (it), it, software development"
React Developer,manager,Cairo,"agile, business, business administration, computer engineering, computer science, continuous integration, database system, engineering, engineering - telecom, he, help, human resource, human resource (he), iss, javascript, manager, microsoft office, react, software development, technology, time constraint"
React Developer,manager,Sharjah,"agile, ai, aim, axis, design, express, full stick developer, influence marketing, it, manager, node.is, payment gateway, query optimization, react, software development, version control"
React Developer,mid,Cairo,"angular, apt, computer science, control system, engineering, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, myself, react, software, software development, software engineering, technology, version control"
React Developer,mid,Dakahlia,".net, apt, asp, asp.net, asp.net mac, c#, computer engineering, computer science, engineering - telecom, english, english language, experienced, html, information technology (it), interactive communication, it, javascript, problem solve, query, rest, software development, technology"
React Developer,mid,Damascus,"apt, axis, build tool, career development, computer science, control system, development support, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, javascript framework, lazy loading, react, software development, software engineering, technology"
React Developer,mid,Dubai,"automatic testing, bootstrap, computer science, django, engineering - telecom, experienced, information technology (it), it, javascript, patron, react, red, software development, tailing, technology"
React Developer,mid,Giza,"application development, axis, cava, computer science, django, django framework, engineering - telecom, experienced, functional programming, git, it, javascript, patron, react native, react.is, red, rest, software development, software engineering, technology, version control"
React Developer,mid,Riyadh,"axis, backed, computer science, experienced, github, information technology (it), it, myself, node.is, pp, react, react native, software development, software engineering, travel"
React Native Developer,mid,Alexandria,"analytical skill, andros, andros studio, build tool, computer science, engineering, engineering - telecom, experienced, i, information technology (it), it, mobile pp, react, react native, software, software development, software engineering, technology, up"
React Native Developer,mid,Cairo,"agile, agile methodology, all, computer science, engineering - telecom, english language, experienced, html, information technology, information technology (it), is, it, javascript, query, react, rest, soap, software, software development, technology, web service"
React Native Developer,mid,Giza,"axis, computer science, django, django framework, engineering - telecom, experienced, functional programming, git, it, patron, react native, react.is, red, rest, software development, technology, version control"
Ruby Developer,fresh,Alexandria,"alexandria, blocked, business, code.org, computer science, education, entrepreneurship, entry level, instructor, it, it pp inventor, javascript, microcontrollers, patron, pictoblox, presentation skill, programming, school, software development, teaching"
Ruby Developer,junior,Giza,"communication skill, installation, leadership, maintenance, management, manager, operation, repair"
Ruby Developer,manager,Cairo,"architecture, business, chain management, civil, commercial, construction, engineering, engineering - construction, english, inventor, logistics, ma, management, manager, operation, procurement, project management, purchasing, supply chain, supply chain management"
Ruby Developer,manager,Giza,"administration, business administration, communication skill, engineering, face, leadership, logistics, logistics management, logistics operation, maintenance, management, manager, mechanical engineering, microsoft, microsoft office, operation, relationship building, retail, sale, supply chain, time management"
Ruby Developer,mid,Cairo,"base, computer science, configuration management, development, doctor, drop, engineering, engineering - telecom, experienced, information technology, information technology (it), it, problem solve, relation database, ruby, ruby on rail, software development, software engineering, technology, visible, web development"
Ruby Developer,mid,Giza,"electrical, electrical engineering, engineering, engineering - mechanical, experienced, installation, maintenance, manufacturing, mechanical, mechanical design, mechanical engineering, mechanical power, mechanical power engineering, power, power engineering, production, repair"
Rust Developer,fresh,Alexandria,"alexandria, blocked, business, code.org, computer science, education, entrepreneurship, entry level, instructor, it, it pp inventor, javascript, microcontrollers, patron, pictoblox, presentation skill, programming, school, software development, teaching"
Rust Developer,fresh,Cairo,"administration, education, entertainment, fitness, instructor, sport, sport and leisure, student, training"
Rust Developer,junior,Giza,"administration, business administration, communication, electrical, electrical engineering, engineering - mechanical, experienced, face, installation, logistics, maintenance, management, manager, manufacturing, mechanical engineering, mechanical power, mechanical power engineering, operation, power, production, repair, supply chain"
Rust Developer,manager,Giza,"administration, communication skill, engineering, face, installation, leadership, logistics, logistics management, logistics operation, maintenance, management, manager, mechanical engineering, microsoft, microsoft office, operation, relationship building, repair, retail, sale, supply chain, time management"
Rust Developer,mid,Alexandria,"a, agile, computer science, engineering, engineering - telecom, experienced, information technology (it), it, mobile pp, quality, quality assurance, quality control, security, security testing, serum, software, software development, software quality, technology, terrified software tested, terrified software tested (caste)"
Rust Developer,mid,Giza,"electrical, electrical engineering, engineering, engineering - mechanical, experienced, installation, maintenance, manufacturing, mechanical, mechanical design, mechanical engineering, mechanical power, mechanical power engineering, power, power engineering, production, repair"
